133194	18_HIMB_t1	0	0	0	0	0	0	0	0	0	0	0	0	18296.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133493	99_25_t0	0	0	0	0	0	0	0	0	0	0	0	0	13333.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133494	99_25_t1	0	0	0	0	0	0	0	0	0	0	0	0	14659.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133405	76_25_t0	0	0	0	0	0	0	0	0	0	0	0	0	11124.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133456	87_25_t3	0	0	0	0	0	0	0	0	0	0	0	0	15534.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133455	87_25_t2	0	0	0	0	0	0	0	0	0	0	0	0	9268.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133460	88_25_t3	0	0	0	0	0	0	0	0	0	0	0	0	16431.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133253	37_HIMB_t0	0	0	0	0	0	0	0	0	0	0	0	0	15482.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133255	37_HIMB_t2	0	0	0	0	0	0	0	0	0	0	0	0	15429.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133159	143_44_t2	0	0	0	0	0	0	0	0	0	0	0	0	13224.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133284	46_HIMB_t3	0	0	0	0	0	0	0	0	0	0	0	0	14108.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133311	53_25_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	12751.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133216	25_HIMB_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	18140.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133214	25_HIMB_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	14102.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133095	127_44_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	15108.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133096	127_44_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	14838.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133375	69_25_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	12958.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133093	127_44_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	7110.0	0	0	0	0	206.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133094	127_44_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	6376.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133069	121_44_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	8914.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133332	58_25_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	6934.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4462.0	0	0	0	0
133193	18_HIMB_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16743.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133288	47_HIMB_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13454.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133289	48_HIMB_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18715.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133459	88_25_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14593.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133292	48_HIMB_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20015.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133290	48_HIMB_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15586.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133196	18_HIMB_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18514.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133287	47_HIMB_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24206.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133195	18_HIMB_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14707.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133285	47_HIMB_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12352.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133390	72_25_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8993.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.0	0	0	0	0
133392	72_25_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11200.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133389	72_25_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11506.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435.0	0	0	0	0
133072	121_44_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11460.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133391	72_25_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9760.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335.0	0	0
133426	80_25_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5833.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133425	80_25_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9226.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719.0	0	0	0	0
133427	80_25_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6648.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1740.0	0	0	0	0
133067	120_44_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5841.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2161.0	0
133065	120_44_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3909.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4111.0	0	0	0	0
133275	43_HIMB_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14350.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183.0
133276	43_HIMB_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9891.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133088	125_44_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11843.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133085	125_44_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6078.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133086	125_44_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7764.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914.0	0	0	0	0
133030	109_44_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4317.0	0	1382.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474.0	0	0	0
133423	8_HIMB_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7076.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7674.0	0	0	0	0
133488	97_25_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14851.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133486	97_25_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11305.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133150	141_44_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9353.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133149	141_44_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9246.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133151	141_44_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16612.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133152	141_44_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15460.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133076	122_44_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12724.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133075	122_44_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8794.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239.0	0	0	0
133071	121_44_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7702.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133073	122_44_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10724.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1089.0	0	0	0	0
133083	124_44_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11591.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133084	124_44_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14501.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133081	124_44_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14083.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133112	132_44_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11856.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133082	124_44_t1	0	0	0	0	0	0	0	0	0	914.0	0	0	0	0	0	0	0	0	0	0	6183.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133312	53_25_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12103.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133376	69_25_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13063.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133070	121_44_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5609.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360.0	0	0	0	0	0
133280	44_HIMB_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13615.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133278	44_HIMB_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26097.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133279	44_HIMB_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16606.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133277	44_HIMB_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12513.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133413	78_25_t0	0	0	0	0	0	0	0	0	0	0	0	4524.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6271.0	0
133066	120_44_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1877.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2590.0	0
133474	94_25_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133500	NEG_t1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133508	NEG_t3_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132996	100_25_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10381.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132993	100_25_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5065.0	0	0	786.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133386	71_25_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9898.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133387	71_25_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12446.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133274	43_HIMB_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4663.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133225	28_HIMB_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13292.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133124	135_44_t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10897.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133173	149_44_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7042.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133501	NEG_t1_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1203.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133146	140_44_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11468.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133050	116_44_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8284.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133505	NEG_t2_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6808.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132994	100_25_t1	2145.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5758.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133498	NEG_t0_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2729.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133257	38_HIMB_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16164.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133317	55_25_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6530.0	0	0	0	0	0	0	0	0	0	0	0	0	0
133507	NEG_t3_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.0	179.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.0	0	0	0	0	0	0	0	0	0	0	0	0
133429	81_25_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1873.0	0	0	0	0	0	0	0	0	0	0	0
133495	99_25_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11302.0	0	0	0	0	0	0	0	0	0	0
132995	100_25_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10239.0	0	0	0	0	0	0	0	0	0
133129	137_44_t0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7522.0	0	0	0	348.0	0	0	0
133506	NEG_t3_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133503	NEG_t2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133502	NEG_t1_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133463	89_25_t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133286	47_HIMB_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133134	138_44_t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sequence accession / SymPortal UID		4946-29275	517-70877-519-21365-21364-70880-518-38820	517-70877-6417-70882-519-70879-518	62831-49066-62833-70819-41-70842-70818-70829-38924	517-70877-70879-10479-3419-519-518	106-1-2-108-4-112-5	517-70877-70882-519-38811-3419	106-1-2-108	62831-49066-41-62836-38924-70818-471943-70991	106	62831-49066-41-70819-38924-62836-70818	49066/62831-41-70818-38924-70820-62836	106-1-2-4-109	62831-49066-41-62833-70819-38924-70842-70818-70846	106-1-2	62831/49066-41-38924-70818-70819-70820	62831/49066-41-38924-70849-62836-70820	106-274062-1-1180392-2		49066-62831-41-70818-38924-70820-70927	62831-49066-41-38924-62836	62831-49066-41-62833-70819-70818-38924	49066-62831-41-62836-62834-38924-70819	32-2	62831	517	49066	82-83-2-1-214-4-20-326	62831-49066-41-70818-38924-517	62831-49066-41-38924-62836-70849	32	62831-49066-41-38924-70818	62831/49066-41	517-519-21365-21364-38820	106/41-62831	32-1330	517-70877-3419-70879-70883	62831-38924-49066-41	62831-49066-41-70819-38924	517-3419	32-13282-68395-70073-25334	517-673	106-1-2-32-108-4-117	517-70882-519-70879-518	70821	517-62831-49066-41	106-1-2-517	82-83-2-1-214-4-20-15	62831-49066-62833	49066-62831-41-38924-70820	1584-32	854/853-933-1674-70902	854/853-933-1674-1768-70902-2582	853/854/933-1674		853/854-933-1674-1660-70902	854-933
